0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,class
209.0,12.4069,-5440.75,1.248,2.0075,7.3187,8.5218,64.2803,87.0459,118.102,78.42,3.645,2870.0,4.482,26.2905,623.3055,3.024,15.91,0.8987,2.736,0.5233,3.276,0.8123,2.366,37.8886,58.3,17.29,20.4503,192.1582,2.2417,0.1556,0.2119,0.307,0.0937,0.0347,3.5452,1.0632,2.6436,28.751,7.6214,12.0902,0.0,8.9504,63.2168,531.97,2.2792,0.4433,0.1324,19.4477,0.0122,0.0298,0.0039,38.9781,-1.0
910.0,12.5449,-5368.75,1.2837,1.9955,7.2168,9.0606,64.0248,86.8551,117.9764,10.82,4.498,2842.0,4.6805,28.6558,610.5555,3.365,15.89,0.9318,2.95,0.593,3.269,0.7965,2.2805,43.3555,56.7,8.25,18.7695,81.5191,2.1694,0.1611,0.2848,0.2974,0.091,0.0148,10.2196,1.7007,2.5761,23.9815,8.2185,5.654,814.1026,13.2122,15.9183,532.4618,2.2425,0.4006,0.1282,17.8615,0.0114,0.0368,0.0038,39.6224,-1.0
972.0,12.5488,-5274.25,1.3083,1.9962,7.3138,9.6136,64.7472,86.9287,119.5168,8.967,4.6960000000000015,2846.0,4.6766,25.5648,616.6255,3.234,15.82,1.182,2.735,0.5516,3.0580000000000003,0.8349,2.3883,34.297,54.0999,9.82,18.0762,131.3319,2.4197,0.134,0.2062,0.3413,0.0875,0.035,8.1073,1.1571,2.481,34.3906,4.5085,6.4565,0.0,10.889,32.814,531.1709,2.2895,0.3893,0.1067,17.0028,0.0166,0.0223,0.0053,71.0108,-1.0
1511.0,12.649,-5321.75,1.328,1.9768,7.0012,8.9605,64.1054,86.4061,120.319,79.09,2.799,2884.0,4.5681,34.2526,621.9691,4.891,15.72,1.21,2.562,0.8348,3.157,0.6402,2.2535,38.4408,27.9001,8.33,10.9801,408.3987,3.2456,0.1284,0.1924,0.2954,0.0324,0.0294,4.8346,2.1426,1.2735,35.6365,3.8953,5.8979,910.6383,17.33,18.888,531.96,1.8347,0.28600000000000003,0.0927,15.5905,0.0126,0.0156,0.0033,64.4686,-1.0
1383.0,12.2747,-5482.75,1.3075,1.9977,7.2737,9.088,64.8393,87.3122,119.1598,82.76,2.136,2888.0,4.5074,31.2905,627.3545,4.058,15.73,1.2009999999999998,2.563,0.67,3.0980000000000003,0.6676,2.2729,43.8116,46.7,8.31,19.2252,133.3637,2.34,0.1221,0.1923,0.2965,0.03,0.0152,7.7758,3.0047,2.1066,29.1178,3.8543,5.9723,344.9814,18.2826,32.6609,532.8227,2.1206,0.3692,0.1041,17.4117,0.0237,0.0295,0.0045,52.2049,-1.0
1326.0,12.5204,-5280.25,1.3019999999999998,2.0005,7.3795,9.534,64.0518,86.2809,118.9808,77.34,2.305,2858.0,4.5545,19.064,626.9282,4.296,15.87,1.182,2.649,0.6769,3.01,0.7397,2.2377,38.992,55.3,11.7,19.0034,247.5305,4.4397,0.1193,0.2558,0.2967,0.0845,0.0091,8.6074,0.8408,2.51,53.807,6.1985,8.1035,657.3913,6.6447,37.6775,530.2591,0.9847,0.1233,0.0378,12.5176,0.0192,0.023,0.0053,91.4264,-1.0
1130.0,12.4124,-5293.5,1.2773,1.956,7.1082,8.8624,64.6702,86.3364,118.3086,81.74,2.673,2847.0,4.6627,31.3398,616.7664,2.7880000000000003,15.69,0.9649,2.768,0.4466,3.114,0.8568,2.292,36.4259,72.8,4.67,26.9966,125.4251,2.0229,0.1365,0.2336,0.3319,0.1017,0.022,7.6188,0.8782,3.3317,29.127,7.9755,3.1549,0.0,9.0633,19.2044,529.5955,2.1619,0.1878,0.0563,8.6853,0.0132,0.0272,0.0054,62.7655,-1.0
1344.0,12.5492,-5546.0,1.2757,2.0085,7.245,9.0744,64.2376,85.9594,119.4514,80.69,2.3080000000000003,2877.0,4.5537,19.1189,624.7473,2.84,15.75,0.946,3.064,0.5197,3.423,0.8137,2.2797,37.2572,55.8999,6.26,21.0173,204.1999,2.6469,0.1474,0.2715,0.3383,0.0318,0.0461,5.2708,0.8988,2.5268,37.6064,6.1738,4.1813,421.5983,7.062,7.3755,532.1073,1.8126,0.2619,0.0751,14.448,0.0153,0.0346,0.0097,72.6469,-1.0
1226.0,12.6278,-5609.5,1.3043,1.9567,7.3117,8.3808,64.7177,86.625,118.6924,79.55,2.809,2870.0,4.6842,23.4301,615.9345,2.803,15.77,0.7474,2.964,0.5029,3.3960000000000004,0.8435,2.2717,41.0741,46.5,7.84,18.2407,92.6308,1.8392,0.0683,0.1893,0.2491,0.0851,0.0414,7.2893,1.1293,2.114,28.4861,6.2859,5.3052,0.0,7.198,24.7249,531.3445,2.0359,0.2796,0.0936,13.7332,0.0166,0.0102,0.0053,130.0641,-1.0
453.0,12.5478,-5411.5,1.3245,2.0008,7.2403,8.5251,64.2481,87.1828,118.1552,79.59,2.23,2859.0,4.5024,18.1451,622.71,4.289,15.92,1.206,2.766,0.7372,3.225,0.7884,2.2588,36.5479,43.5,4.32,14.404000000000002,96.5148,0.8979,0.119,0.2033,0.3108,0.0856,0.0383,5.2657,1.6323,2.0026,17.654,3.4487,3.0303,0.0,13.2593,19.2616,533.0191,2.0856,0.3025,0.1072,14.5051,0.0126,0.0235,0.0099,150.7761,-1.0
289.0,12.5071,-5228.25,1.2525,2.0128,7.3733,8.5218,64.2803,87.0459,118.102,78.42,3.645,2828.0,4.6871,29.185,607.6764,4.422,15.84,1.177,2.5810000000000004,0.7184,3.1,0.6890000000000001,2.3078,43.8032,76.2002,11.68,24.3718,150.184,2.7713,0.1556,0.2119,0.307,0.0969,0.024,5.9144,1.3597,3.4346,31.0014,4.6702,7.9506,500.0,9.3605,9.3697,529.8873,2.3048,0.3384,0.0959,14.6828,0.014,0.0197,0.0036,53.0253,-1.0
1553.0,12.4192,-6456.25,1.0785,1.805,5.1602,8.5494,64.195,86.5361,119.0242,81.95,2.338,2910.0,4.7755,21.0159,618.2018,2.032,15.93,1.3330000000000002,2.924,0.38,3.726,0.8722,2.3124,43.161,70.2,6.08,23.0911,69.6742,1.46,0.1093,0.2347,0.3154,0.0818,0.0445,7.5116,0.7168,3.176,28.0236,0.7202,4.0832,0.0,5.3813,59.5232,532.2627,2.1154,0.4655,0.1383,22.006,0.0126,0.0174,0.0077,134.3983,-1.0
345.0,12.4896,-5558.25,1.2788,1.9945,7.3477,8.3324,64.154,86.8346,118.4616,77.63,3.385,2830.0,4.523,33.4591,622.1827,3.084,15.73,1.12,2.734,0.5563,3.257,0.7931,2.3796,46.0348,40.7,7.91,14.868,82.0922,0.7185,0.1036,0.1928,0.3089,0.0969,0.0291,3.7933,1.7874,1.8548,15.1452,5.0639,5.7121,0.0,11.4075,61.233,533.5964,2.2693,0.3286,0.1223,14.4794,0.0155,0.0358,0.0059,45.2582,-1.0
332.0,12.5078,-6308.75,0.9863,1.881,5.077,8.5405,64.1314,86.8378,118.4904,76.57,3.732,2821.0,4.6697,35.7866,597.2918,4.394,15.85,1.418,2.539,0.6881,3.1,0.621,2.3149,43.9288,60.3999,13.75,19.8332,68.4365,2.3748,0.1089,0.2154,0.2964,0.0942,0.0189,5.2727,1.325,2.7496,11.1418,4.3594,8.6732,0.0,10.3695,50.2702,533.4627,2.3152,0.2948,0.0985,12.7323,0.0093,0.0226,0.0034,46.9253,-1.0
211.0,12.46,-5635.5,1.2702,2.0032,7.2435,8.5266,64.0317,86.92399999999998,117.918,78.1,3.0210000000000004,2821.0,4.6826,19.3876,611.4836,2.923,15.87,0.8514,2.8510000000000004,0.5103,3.334,0.8115,2.3632,36.5174,49.3999,6.57,18.3816,70.5477,1.9432,0.1091,0.2087,0.2484,0.0976,0.0319,4.0632,1.1995,2.2283,23.8611,3.5442,4.3994,0.0,9.7436,40.469,508.2764,2.0687,0.2813,0.0787,13.5991,0.0147,0.0298,0.0039,38.9781,-1.0
408.0,12.4661,-6271.0,0.982,1.9018,5.2165,8.5405,64.1314,86.8378,118.4904,76.57,3.732,2897.0,4.6391,27.6834,631.8009,4.184,15.85,1.064,2.512,0.7275,3.245,0.6755,2.3099,35.8316,52.2002,13.22,17.7074,110.2312,1.6472,0.1089,0.2154,0.2964,0.0246,0.0227,4.4604,1.6678,2.3757,19.4331,4.2592,8.9202,849.5114,14.8581,61.233,534.7936,2.2749,0.2724,0.0733,11.9761,0.0101,0.0061,0.0046,233.2441,-1.0
409.0,12.448,-6259.5,0.9632,1.896,5.086,8.8513,63.7749,87.0205,118.0906,76.23,3.417,2830.0,4.523,26.336,608.4055,4.409,15.76,1.347,2.481,0.6808,3.0210000000000004,0.6834,2.3177,37.916,70.5,9.79,22.7433,115.7327,1.6024,0.1507,0.2171,0.2847,0.0969,0.0219,3.3997,1.1348,3.1785,22.4629,3.5338,6.8782,0.0,7.5042,27.5462,532.7645,2.4112,0.3354,0.0991,13.9088,0.0269,0.0061,0.0046,233.2441,-1.0
370.0,12.4759,-6270.5,0.9902,1.8855,5.052,8.4092,64.2111,86.7481,118.4666,77.83,3.434,2861.0,4.7637,22.5384,622.3455,4.4289999999999985,15.67,1.39,2.634,0.706,3.108,0.752,2.2948,37.8041,56.6001,7.51,19.0207,122.5857,1.6977,0.1213,0.2147,0.3192,0.084,0.0234,4.1983,0.9168,2.5755,29.7451,3.1822,5.0597,524.3373,6.7884,58.9444,534.3564,2.3688,0.44,0.1282,18.5733,0.0113,-0.0042,0.0049,331.6058,-1.0
642.0,12.5302,-6447.25,1.0092,1.8693,5.0295,8.5779,64.1459,86.6492,119.3278,13.83,5.019,2843.0,4.5141,23.5326,621.1827,3.438,15.97,0.9602,2.72,0.5944,3.1910000000000003,0.8162,2.3323,42.2967,57.2,12.38,17.8681,63.9998,2.1585,0.1523,0.2243,0.295,0.0817,0.0122,8.854,1.3974,2.5614,12.5214,6.6872,8.4684,0.0,9.7755,84.391,535.91,2.0366,0.2043,0.0758,10.0313,0.0114,0.0106,0.0083,262.1302,-1.0
909.0,12.5429,-5001.0,1.3048,2.0,7.2813,8.3663,64.741,87.0807,117.9414,80.62,3.256,2863.0,4.6904,29.7124,628.8536,6.442,15.77,1.617,2.521,1.006,3.204,0.5812,2.2631,37.0776,59.5,9.12,18.8462,150.1585,3.0041,0.1096,0.2202,0.2896,0.1103,0.0231,5.0431,1.19,2.74,37.9852,5.05,5.8152,678.9189,9.1125,38.7536,532.0973,2.1448,0.4970000000000001,0.1443,23.1735,0.0129,0.0118,0.0027,80.9167,-1.0
1534.0,12.5169,-5713.0,1.285,1.9728,7.1947,9.004,64.0727,86.4814,119.623,12.77,4.597,2879.0,4.6246,30.4731,632.1718,4.682,15.72,1.385,2.658,0.8266,3.381,0.655,2.2604,38.6689,55.1001,6.23,20.608,50.0249,1.9767,0.1737,0.2446,0.2828,0.0829,0.0308,6.176,1.315,2.5558,19.1274,6.7925,4.1392,0.0,10.6207,42.3007,532.9918,2.0745,0.3277,0.1037,15.7946,0.0158,0.008,0.0088,337.912,-1.0
490.0,12.5351,-6225.75,0.9773,1.8842,5.0682,8.6439,64.4484,86.7383,119.0822,78.04,3.5210000000000004,2851.0,4.5036,30.3514,622.4927,4.062,15.91,1.135,2.467,0.6128,2.824,0.6802,2.2697,42.26600000000001,61.0999,9.34,19.3838,64.8445,2.268,0.134,0.2025,0.3166,0.0828,0.0114,12.8334,0.9343,2.824,13.8726,3.9804,6.4179,0.0,7.6118,10.8294,535.6864,2.242,0.3665,0.126,16.3481,0.017,0.0279,0.0115,119.9899,-1.0
394.0,12.4896,-6382.0,0.994,1.8867,5.1597,8.828,63.9349,87.0137,118.039,77.17,2.547,2830.0,4.523,29.8097,610.4545,4.23,15.87,1.319,2.702,0.6689,3.1010000000000004,0.7527,2.3161,37.2949,58.5,8.7,19.7183,70.288,1.3015,0.1565,0.2488,0.2834,0.0969,0.022,4.4755,1.6071,2.6606,14.9812,4.0281,6.1033,0.0,12.5344,14.6028,532.8691,2.3668,0.407,0.1163,17.1974,0.0155,0.0157,0.0066,121.6354,-1.0
600.0,12.4673,-5761.0,1.3090000000000002,2.0315,7.47,8.6005,64.0546,86.6618,119.239,77.69,0.5442,2887.0,4.4582,21.6739,626.8518,3.23,15.83,0.9271,2.7030000000000003,0.511,3.1180000000000003,0.7677,2.3503,35.9936,45.7002,5.27,17.463,86.4589,2.5113,0.1115,0.1947,0.2979,0.0263,0.0117,12.1852,1.0482,2.1115,22.3111,3.6426,3.6244,791.4712,8.0028,20.7785,533.5309,1.994,0.2626,0.0772,13.1687,0.0324,0.0225,0.0057,85.7175,-1.0
1193.0,12.5967,-5468.0,1.2815,1.9648,7.2879999999999985,8.8078,63.94,86.9208,118.5778,78.29,3.074,2849.0,4.7143,31.1057,619.0173,2.819,15.78,1.087,2.93,0.4681,3.314,0.7696,2.416,36.1962,73.0,5.29,25.0951,107.2418,1.8265,0.1604,0.2657,0.3625,0.1087,0.0366,3.8415,2.0664,3.2853,27.7091,4.8352,3.574,250.3226,18.9296,13.9153,533.9718,1.9524,0.4464,0.1329,22.8636,0.0076,0.0262,0.0033,39.5528,-1.0
483.0,12.5065,-5305.5,1.325,1.9605,7.287000000000001,9.7324,64.2442,87.1381,118.0668,16.64,6.215,2820.0,4.5558,22.8489,603.3055,4.019,15.85,1.116,2.497,0.6206,2.887,0.7025,2.2909,43.8385,58.0,14.43,17.6557,52.0125,1.6569,0.1417,0.2364,0.3534,0.097,0.0096,13.3817,1.5604,2.6565,10.4453,5.0497,9.7565,0.0,10.6698,47.843,534.14,2.4975,0.4831,0.1397,19.3415,0.0125,0.0316,0.0036,31.0788,-1.0
1338.0,12.6012,-5425.5,1.2785,1.992,7.2192,9.6515,64.2547,86.7475,120.722,80.79,2.374,2871.0,4.5444,30.7182,628.8655,4.1560000000000015,15.78,1.22,2.673,0.6697,3.054,0.7223,2.2752,35.0319,58.0,9.09,21.2136,68.3062,1.5568,0.1387,0.2264,0.3358,0.0306,0.0115,7.3505,1.4106,2.6287,24.5881,8.1325,6.015,0.0,14.9507,9.3586,514.4364,1.866,1.2571,0.3315,67.3679,0.0129,0.0239,0.0064,85.0589,-1.0
614.0,12.4922,-6470.75,1.007,1.8685,5.0492,8.5779,64.1459,86.6492,119.3278,13.83,5.019,2888.0,4.5834,31.4605,620.3591,3.102,16.04,0.9176,2.747,0.5213,3.167,0.7975,2.3257,43.8677,44.3999,12.29,17.7781,56.9252,2.0414,0.1523,0.2243,0.295,0.0623,0.0186,9.9911,1.9946,2.0443,19.4475,4.8167,8.0986,0.0,14.4719,16.8093,533.4727,2.0774,0.3376,0.1026,16.2491,0.0154,0.0252,0.0046,62.3881,-1.0
740.0,12.5212,-5532.5,1.348,2.0198,7.3439999999999985,8.2638,64.3628,86.7056,119.6408,80.91,3.009,2855.0,4.6864,27.6476,617.3827,4.756,15.72,1.031,3.342,0.9558,3.852,0.7639,2.4073,40.6886,50.7,10.99,21.6445,98.4369,2.7721,0.0925,0.219,0.3349,0.0656,0.0242,4.0626,1.8921,2.3731,26.8675,1.9804,7.231,0.0,15.4205,64.5713,535.8591,2.3048,0.4653,0.121,20.1886,0.0097,0.027000000000000003,0.0051,59.9813,-1.0
1004.0,12.4124,-5352.5,1.2773,1.995,7.3055,8.7373,64.3447,86.25200000000002,118.3632,80.63,2.919,2847.0,4.6627,32.8121,615.5991,5.675,15.65,1.735,2.411,0.8757,3.06,0.6304,2.2445,39.171,48.7002,5.81,17.8031,103.688,1.4077,0.1064,0.2206,0.3104,0.1017,0.0199,3.6166,0.6244,2.1981,12.1944,5.7143,3.9671,0.0,5.9534,16.7211,529.5955,2.1619,0.1878,0.0563,8.6853,0.0073,0.0552,0.0051,32.2058,-1.0
769.0,12.5163,-5636.75,1.3323,1.9775,7.3462,9.754,63.9959,87.1954,118.0116,65.11,3.462,2841.0,4.5851,21.4549,609.5964,3.796,15.61,1.068,2.9130000000000003,0.6676,3.304,0.7879,2.4201,39.6225,52.7998,10.49,19.9175,278.8861,3.0436,0.147,0.222,0.358,0.0865,0.034,6.006,0.8433,2.4593,81.2407,6.9279,7.2471,200.7528,6.2714,12.6939,533.2545,2.3218,0.3747,0.1121,16.1391,0.0128,0.0212,0.0036,51.5472,-1.0
602.0,12.5553,-5160.25,1.2765,2.0042,7.3805,8.7994,64.1107,86.7297,118.921,2.332,0.9273,2857.0,4.5454,17.5921,626.4636,4.567,15.99,1.338,2.803,0.6982,3.019,0.7287,2.2728,39.0136,59.8,5.98,20.9075,177.4546,2.7579,0.1415,0.1585,0.2867,0.0807,0.0106,11.6371,1.8206,2.6798,44.8229,4.4406,4.2849,0.0,13.3877,72.9703,538.0664,2.1359,0.2947,0.0861,13.7972,0.015,0.0225,0.0057,85.7175,-1.0
94.0,12.5088,-5491.5,1.2717,1.9898,7.2535,8.6942,64.3976,86.8448,118.0626,76.33,2.325,2854.0,4.5727,34.5138,604.4064,3.428,15.68,0.894,2.7460000000000004,0.594,3.158,0.7859999999999999,2.3712,39.9289,60.2,5.94,17.6337,123.739,2.5122,0.128,0.1825,0.3588,0.0848,0.0226,4.3522,0.9721,2.7712,22.4904,4.674,4.0269,0.0,7.8983,29.7801,510.9145,1.7483,1.2098,0.3739,69.196,0.0146,0.0277,0.0097,114.7497,-1.0
546.0,12.4724,-6328.75,0.984,1.8805,5.0945,8.5615,64.0756,86.8706,118.7712,79.0,3.478,2858.0,4.5501,25.8087,621.2182,4.585,15.95,1.376,2.461,0.6903,2.92,0.7591,2.2937,42.9293,53.3,21.09,19.1529,66.5739,1.2819,0.1293,0.2464,0.2429,0.105,0.0066,9.1571,1.2545,2.4047,14.5595,4.9987,14.1605,0.0,9.4593,34.8875,535.0918,2.0927,0.2646,0.0753,12.6428,0.0206,0.0188,0.0052,91.3965,-1.0
1207.0,12.4992,-5050.25,1.2965,1.996,7.3588,8.7782,63.9707,86.4258,118.056,81.4,3.1460000000000004,2867.0,4.5344,30.6311,634.0909,2.948,15.78,1.026,2.926,0.5064,3.359,0.8336,2.3797,40.702,51.3,7.87,18.7284,104.965,1.81,0.1458,0.3073,0.2916,0.045,0.0289,5.2393,1.6966,2.3213,12.8864,6.3627,5.5748,510.0917,14.1912,23.5359,530.7036,2.1207,0.1986,0.0572,9.363,0.018000000000000002,0.0379,0.0056,40.8765,-1.0
955.0,12.5682,-5743.25,1.2895,1.9885,7.2375,8.8562,64.0201,87.024,118.4858,80.04,2.582,2851.0,4.6512,30.4749,619.7764,5.999,15.73,1.739,2.479,0.9472,3.0460000000000003,0.5524,2.2668,47.0561,69.4001,4.9,25.9429,135.2225,1.8521,0.1307,0.2237,0.415,0.1043,0.026,5.0222,1.0412,3.1584,22.5257,4.6266,3.2658,0.0,7.1075,32.0346,530.3073,2.4103,0.4025,0.11,16.7005,0.0128,0.0208,0.0022,31.8749,-1.0
562.0,12.4824,-6477.0,0.9935,1.8925,5.18,8.6706,64.5635,86.8967,118.1992,77.84,3.515,2867.0,4.5829,28.1985,620.9682,3.193,15.95,1.04,2.662,0.5172,3.093,0.7884,2.3378,43.0959,45.7002,8.51,17.463,86.4589,2.5113,0.1608,0.1863,0.2996,0.0764,0.0111,10.5761,1.1475,2.1115,22.3111,3.8045,5.533,0.0,8.3022,14.8109,532.5646,2.7395,1.138,0.3883,41.5401,0.0141,0.0267,0.0048,50.053,-1.0
360.0,12.4492,-5227.0,1.2847,1.977,7.2882,9.0622,64.2906,87.0122,118.1142,64.74,2.8560000000000003,2828.0,4.5183,25.2206,627.7345,4.317,15.88,1.38,2.521,0.6809,3.1010000000000004,0.6518,2.3132,38.1862,76.2002,21.94,24.3718,150.184,2.7713,0.1297,0.215,0.3598,0.0937,0.0212,4.0836,1.0759999999999998,3.4346,31.0014,3.5913,15.1886,0.0,9.4225,14.6028,535.7282,2.1451,0.2494,0.0684,11.6249,0.0102,0.0094,0.0039,101.3884,-1.0
841.0,12.6257,-4764.0,1.2818,1.9905,7.2882,8.3588,64.4228,86.5828,120.3726,81.27,2.955,2865.0,4.5663,14.8409,632.4427,3.235,15.73,0.9838,2.783,0.5653,3.153,0.8543,2.2802,37.2972,44.0,7.32,17.9486,102.1894,1.521,0.0787,0.0913,0.315,0.086,0.0131,11.7622,1.2469,1.998,16.6615,3.8684,4.7003,0.0,11.0853,82.9503,534.1482,1.6633,0.2937,0.0853,17.6552,0.0125,0.0128,0.006,151.19299999999996,-1.0
869.0,12.5782,-5344.25,1.315,1.9783,7.244,8.2832,64.482,87.3204,118.0946,10.11,4.515,2843.0,4.6336,19.9683,616.3182,3.636,15.82,0.9838,2.857,0.6545,3.3160000000000003,0.8106,2.3984,40.1991,55.7,8.09,18.5809,148.1868,2.3447,0.0617,0.1832,0.2957,0.0895,0.0514,5.4521,0.8903,2.5307,37.8068,5.6616,5.5662,419.8307,5.4404,23.8454,530.5682,2.1417,0.4214,0.1085,19.6759,0.0139,0.0117,0.0089,223.1018,-1.0
352.0,12.5106,-6310.5,0.9802,1.9007,5.1587,8.8513,63.7749,87.0205,118.0906,76.23,3.417,2820.0,4.5558,20.4431,610.8955,4.317,15.88,1.38,2.521,0.6809,3.1010000000000004,0.6518,2.3132,38.1862,48.8,6.88,17.7343,140.4818,2.7523,0.1507,0.2171,0.2847,0.097,0.0212,4.0836,1.0759999999999998,2.2097,36.5177,3.2093,4.6662,0.0,9.4225,14.6028,534.4473,2.4356,0.1854,0.0663,7.612,0.0157,0.0275,0.0111,114.1967,-1.0
1180.0,12.5273,-5418.25,1.317,2.0107,7.3055,8.7782,63.9707,86.4258,118.056,81.4,3.1460000000000004,2874.0,4.5255,22.23,630.6764,3.283,15.64,1.021,2.792,0.52,2.9960000000000004,0.7931,2.2892,39.3453,53.3999,7.53,18.4874,239.3081,2.9142,0.1458,0.3073,0.2916,0.034,0.0336,5.654,1.0598,2.4039,30.1544,4.1278,4.8659,0.0,9.8339,33.9139,529.9445,1.974,0.2824,0.094,14.3055,0.0148,0.019,0.0045,78.6525,-1.0
1352.0,12.2747,-5398.75,1.3203,1.9943,7.2952,9.1637,64.7823,87.3675,119.2618,81.59,2.925,2828.0,4.535,25.722,617.4955,4.162,15.86,1.229,2.638,0.6652,3.004,0.7612,2.2737,37.8384,52.5,9.32,19.5297,170.6909,1.8389,0.1196,0.219,0.301,0.0863,0.0149,9.9513,1.2208,2.3759,31.6528,5.9170000000000025,6.3223,0.0,8.7517,12.2248,531.9873,2.068,0.2424,0.0906,11.7201,0.0114,-0.006,0.0024,129.6218,-1.0
552.0,12.4871,-6188.0,0.989,1.8958,5.2127,8.5334,63.9469,86.8109,118.5424,78.33,3.342,2852.0,4.5429,22.6375,621.4736,4.92,15.96,1.399,2.471,0.7857,3.062,0.7436,2.3063,39.14,53.3,7.69,19.1529,66.5739,1.2819,0.126,0.3176,0.3029,0.0887,0.0112,10.5767,1.3543,2.4047,14.5595,4.0617,5.4231,0.0,11.5631,8.3522,533.77,2.0384,0.2881,0.0966,14.1331,0.0178,0.0335,0.004,36.297,-1.0
1019.0,12.550999999999998,-5135.0,1.3017,1.97,7.1377,8.9221,64.5121,86.4677,118.5814,79.04,2.817,2836.0,4.724,25.6619,608.9036,5.675,15.65,1.735,2.411,0.8757,3.06,0.6304,2.2445,39.171,57.2,8.61,20.4491,147.6612,1.7274,0.1603,0.2511,0.34600000000000003,0.084,0.0199,3.6166,0.6244,2.5978,38.0269,6.9036,5.9176,545.8824,5.9534,16.7211,531.1982,2.2418,0.2428,0.0616,10.8309,0.0147,0.0352,0.0039,30.6806,-1.0
247.0,12.4469,-5175.5,1.2928,1.9988,7.3807,8.6527,63.9211,86.9642,118.102,77.24,2.914,2823.0,4.6644,32.0454,595.7927,4.434,15.9,1.172,2.6180000000000003,0.778,3.332,0.7025,2.3038,38.0405,54.2,11.09,19.8161,58.512,1.4571,0.1094,0.1862,0.3229,0.1021,0.0254,4.2601,1.3366,2.4684,18.8384,6.2539,7.26,0.0,9.5858,13.0508,532.8891,2.2839,0.3949,0.1041,17.2918,0.012,0.0154,0.0104,176.0329,-1.0
1061.0,12.5967,-5535.0,1.2813,1.972,7.322,8.5735,64.0188,87.1288,115.8498,80.69,2.295,2853.0,4.7267,31.7775,614.8418,2.9560000000000004,15.93,1.078,2.852,0.491,3.252,0.8307,2.4023,43.3282,52.7,6.14,17.2987,184.504,2.3040000000000003,0.1244,0.2089,0.3508,0.1088,0.046,4.3377,2.0109,2.3615,28.0822,6.2373,4.1335,646.4646,13.6825,26.4387,528.4045,1.9943,0.2454,0.0796,12.3064,0.0147,0.0189,0.0017,31.0252,-1.0
1221.0,12.4694,-5498.75,1.2919999999999998,2.0092,7.3083,8.5298,64.3121,86.976,115.8094,15.69,5.586,2875.0,4.5319,26.5918,625.1473,4.137,16.07,1.286,2.589,0.6539,2.92,0.7772,2.1996,36.022,51.7998,10.72,19.0276,50.2161,1.8536,0.1646,0.2878,0.336,0.0352,0.0102,14.1621,1.357,2.384,14.4354,3.882,7.1117,0.0,12.0932,21.8162,527.6991,2.0119,0.3885,0.1164,19.3112,0.014,0.0207,0.0032,54.1279,-1.0
851.0,12.5782,-5472.0,1.289,1.9957,7.2162,8.2832,64.482,87.3204,118.0946,10.11,4.515,2843.0,4.6336,22.8211,614.8745,5.185,15.71,1.5319999999999998,2.437,0.8165,3.228,0.6108,2.3042,37.8951,55.7,9.32,18.5809,148.1868,2.3447,0.0617,0.1832,0.2957,0.0895,0.0307,5.5733,1.5432,2.5307,37.8068,6.1631,6.2851,247.0377,10.8325,26.8086,534.7818,2.0324,0.4908,0.1337,24.1504,0.0141,0.0364,0.0063,47.2136,-1.0
166.0,12.5563,-5750.0,1.2628,2.0215,7.376,8.3754,63.8874,87.0578,118.0962,79.06,3.313,2825.0,4.676,40.6543,614.0909,3.51,15.79,0.9933,2.797,0.6278,3.287,0.8374,2.3954,37.2527,66.2998,6.16,23.2195,120.4922,1.9355,0.1476,0.2083,0.2766,0.0952,0.04,5.5788,1.2482,2.9881,24.2061,4.7984,4.0783,0.0,8.5967,39.2586,534.9627,2.342,0.3576,0.0962,15.2689,0.01,0.0419,0.0031,23.3511,-1.0
1145.0,12.4716,-5564.0,1.2937,2.0143,7.3555,8.8424,64.32600000000001,86.8271,117.8416,4.14,-0.0759,2833.0,4.5412,24.7094,611.9391,3.247,15.83,1.352,2.891,0.5304,3.283,0.8454,2.4201,39.4156,87.5,4.09,26.535,458.8084,3.4895,0.1131,0.2295,0.2332,0.1058,0.0362,7.2636,1.7811,3.8984,76.92699999999998,5.0143,2.7083,0.0,14.549,10.8507,530.3364,2.027,0.2944,0.1001,14.5257,0.012,0.0275,0.003,39.1032,-1.0
1209.0,12.6339,-5191.5,1.3018,2.0042,7.3565,8.7782,63.9707,86.4258,118.056,81.4,3.1460000000000004,2867.0,4.5344,24.0616,632.7164,3.179,15.66,0.9176,2.932,0.5413,3.1630000000000003,0.8376,2.2671,40.557,46.0999,12.04,17.6223,93.8974,2.329,0.1458,0.3073,0.2916,0.045,0.0321,4.4847,1.1413,2.1237,21.0856,2.0955,8.226,0.0,9.3047,33.9139,530.7036,2.1207,0.1986,0.0572,9.363,0.0158,0.0264,0.0041,48.4774,-1.0
948.0,12.4049,-6561.25,0.9505,1.884,4.868,8.7199,63.8867,86.7612,118.6792,76.97,3.102,2889.0,4.5689,35.4672,631.7709,6.355,15.71,1.763,2.389,0.9902,2.939,0.5638,2.2564,43.9219,56.0999,9.04,19.5809,110.4163,2.0831,0.0896,0.2188,0.2363,0.0857,0.0251,5.0797,0.8713,2.54725,26.1569,1.5393,6.0378,0.0,6.6013,83.375,534.9155,1.7591,0.1849,0.0609,10.5108,0.0397,0.0295,0.0102,82.5604,-1.0
